City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
245,Wynyard,-41.0,145.7167,57.85,55,0,9.15,AU,1707170775
246,Laojunmiao,39.8333,97.7333,14.58,80,100,6.11,CN,1707170775
247,Contamana,-7.3333,-75.0167,92.5,44,82,5.75,PE,1707170775
248,Santa Terezinha,-29.9002,-50.0904,76.48,88,70,9.44,BR,1707170775
249,Bansang,13.4333,-14.65,85.14,13,0,5.91,GM,1707170776
250,Al Kharijah,25.4514,30.5464,52.38,45,0,6.33,EG,1707170776
251,Raduzhnyy,62.0961,77.475,10.87,95,100,11.74,RU,1707170776
252,Mirny,62.5353,113.9611,0.48,98,99,2.66,RU,1707170776
253,Bojia,26.4672,111.9681,34.07,92,100,4.29,CN,1707170776
254,Ola,59.5833,151.2833,-8.55,83,100,10.07,RU,1707170776
255,Howard Springs,-12.497,131.047,83.88,95,62,5.44,AU,1707170776
256,Carnarvon,-24.8667,113.6333,81.05,33,10,20.0,AU,1707170776
257,Cimin,39.7101,39.7021,33.87,75,100,11.5,TR,1707170776
258,Alva,56.1528,-3.8051,50.34,91,100,21.07,GB,1707170776
259,Sanctuary Point,-35.1114,150.629,69.75,97,100,14.45,AU,1707170776
260,Happy Valley-Goose Bay,53.3168,-60.3315,12.51,73,75,3.44,CA,1707170539
261,Egilsstadir,65.2653,-14.3948,13.91,73,0,9.22,IS,1707170777
262,Nuuk,64.1835,-51.7216,9.21,78,75,12.66,GL,1707170640
263,Uliastay,47.7417,96.8444,-5.12,69,100,6.11,MN,1707170777
264,La Gi,10.6667,107.7833,72.93,87,52,9.46,VN,1707170777
265,Bamboo Flat,11.7,92.7167,71.69,94,4,0.0,IN,1707170777
266,Mossel Bay,-34.1831,22.146,73.33,83,58,8.37,ZA,1707170777
267,Moapa Valley,36.5805,-114.4703,51.55,51,99,10.22,US,1707170649
268,Amarante Do Maranhao,-5.5667,-46.7422,75.83,88,96,3.89,BR,1707170777
269,El Bauga,18.262,33.9081,62.08,14,95,16.67,SD,1707170777
270,Prince Rupert,54.3161,-130.3201,40.69,81,0,3.44,CA,1707170777
271,Saint-Pierre,-21.3393,55.4781,71.28,73,0,3.44,RE,1707170778
272,Palmas,-10.2128,-48.3603,80.47,83,20,3.44,BR,1707170778
273,Constantia,44.1833,28.65,50.7,74,52,17.16,RO,1707170778
274,Mizan Teferi,6.9833,35.5833,65.05,87,43,3.83,ET,1707170778
275,Marka,1.7159,44.7717,79.16,83,90,11.99,SO,1707170778
276,Saint-Francois,46.4154,3.9054,37.65,100,75,3.44,FR,1707170778
277,Taroa,8.7058,171.2275,80.98,79,100,17.29,MH,1707170778
278,Mirnyy,62.5353,113.9611,0.48,98,99,2.66,RU,1707170778
279,Imperatriz,-5.5264,-47.4917,77.81,87,90,3.87,BR,1707170682
280,Sydney Mines,46.2367,-60.2177,35.15,98,100,16.11,CA,1707170778
281,N'Zeto,-7.2312,12.8666,81.34,84,99,1.61,AO,1707170778
282,Cutral-Co,-38.9469,-69.2089,94.14,8,75,8.61,AR,1707170778
283,Yugorsk,61.3133,63.3319,0.9,92,98,3.29,RU,1707170779
284,Ayr,55.4627,-4.6339,50.31,93,75,25.32,GB,1707170779
285,Haiku-Pauwela,20.9219,-156.3051,77.25,62,20,19.57,US,1707170779
286,El Calafate,-50.3408,-72.2768,57.92,45,70,8.99,AR,1707170779
287,El Nido,11.1858,119.3956,79.0,78,87,7.67,PH,1707170779
288,Altos,-5.0381,-42.46,89.91,39,100,7.56,BR,1707170779
289,Gangneung,37.7556,128.8961,28.96,89,100,6.85,KR,1707170779
290,Tsiombe,-25.3,45.4833,73.09,92,100,10.04,MG,1707170779
291,Viana Do Castelo,41.6932,-8.8329,53.49,84,99,3.09,PT,1707170779
292,Sainte-Marie,-20.8968,55.5496,73.53,64,0,4.61,RE,1707170780
293,Rikaze,29.25,88.8833,25.99,28,0,4.07,CN,1707170780
294,Takoradi,4.8845,-1.7554,79.95,87,1,6.58,GH,1707170780
295,Isangel,-19.55,169.2667,78.35,91,100,7.96,VU,1707170780
296,Al Bawiti,28.3492,28.8659,52.66,55,0,5.5,EG,1707170780
297,Kristiansund,63.1115,7.732,28.45,93,40,2.3,NO,1707170780
298,Manta,-0.95,-80.7333,85.78,83,75,15.01,EC,1707170780
299,Zhoushan,30.0108,122.2047,37.58,83,99,13.58,CN,1707170780
300,Nar'Yan-Mar,67.6713,53.087,-1.89,97,100,4.0,RU,1707170780
301,Mount Pearl,47.5166,-52.7813,33.46,97,100,14.97,CA,1707170780
302,Gundorovskiy,46.7805,41.8968,38.59,97,100,23.22,RU,1707170781
303,Naryn,41.4287,75.9911,7.86,72,100,8.19,KG,1707170780
304,Khamaria,23.2167,79.8833,62.65,80,5,6.06,IN,1707170781
305,Chabua,27.4825,95.1736,56.64,95,100,4.0,IN,1707170781
306,Puri,19.8,85.85,73.92,84,0,13.2,IN,1707170781
307,Filipstad,59.7124,14.1683,10.11,96,35,3.2,SE,1707170781
308,Ellsworth,44.5434,-68.4195,29.61,71,100,12.66,US,1707170610
309,Almeirim,-1.5233,-52.5817,87.73,50,44,6.15,BR,1707170781
310,Hepo,23.4308,115.8299,59.52,87,100,3.85,CN,1707170781
311,East London,-33.0153,27.9116,74.19,86,0,5.28,ZA,1707170782
312,Anadyr,64.75,177.4833,-8.9,77,100,15.66,RU,1707170782
313,El Galpon,-25.3807,-64.6526,92.43,36,70,4.7,AR,1707170782
314,Port Blair,11.6667,92.75,71.64,94,4,0.0,IN,1707170782
315,Idritsa,56.3316,28.8988,23.18,94,39,8.01,RU,1707170782
316,Fenoarivo Be,-18.4333,46.5667,66.0,99,100,2.59,MG,1707170782
317,Kavaratti,10.5669,72.642,82.15,74,72,8.19,IN,1707170782
318,Revda,56.801,59.9303,25.66,89,81,9.01,RU,1707170782
319,Marsabit,2.3284,37.9899,74.55,38,76,10.92,KE,1707170782
320,Magadan,59.5667,150.8,-7.33,76,100,9.13,RU,1707170782
321,Alta,69.9689,23.2717,6.19,80,47,6.91,NO,1707170782
322,Pimentel,-6.8367,-79.9342,82.69,65,75,14.97,PE,1707170783
323,Kapuskasing,49.4169,-82.4331,26.69,100,100,4.61,CA,1707170649
324,New Norfolk,-42.7826,147.0587,56.91,54,67,3.74,AU,1707170783
325,Port Sudan,19.6175,37.2164,69.64,62,86,12.28,SD,1707170783
326,Port Pirie,-33.1833,138.0167,62.74,51,0,15.26,AU,1707170783
327,Apolinario Saravia,-24.4328,-63.9954,100.29,23,64,10.07,AR,1707170783
328,Dhidhdhoo,6.8833,73.1,81.84,80,19,11.07,MV,1707170783
329,Salamanca,40.8333,-6.0,42.58,83,100,2.89,ES,1707170783
330,Tamanrasset,22.785,5.5228,53.51,19,0,19.57,DZ,1707170783
331,Gwanda,-20.9333,29.0,74.35,54,6,4.68,ZW,1707170783
332,Saudarkrokur,65.7461,-19.6394,17.73,87,100,10.71,IS,1707170783
333,Morant Bay,17.8815,-76.4093,78.42,83,31,15.59,JM,1707170783
334,Eydhafushi,5.1033,73.0708,81.95,73,21,14.97,MV,1707170787
335,Kruisfontein,-34.0033,24.7314,67.89,86,0,3.67,ZA,1707170787
336,Paradip Garh,20.3167,86.6167,72.41,85,0,8.93,IN,1707170787
337,Nahiyat Ash Shinafiyah,31.5874,44.6602,58.26,35,60,10.29,IQ,1707170787
338,Acarau,-2.8856,-40.12,81.95,78,13,18.21,BR,1707170787
339,Puerto Armuelles,8.2833,-82.8667,89.58,57,3,10.0,PA,1707170787
340,Aden,12.7794,45.0367,77.81,68,61,5.48,YE,1707170787
341,Puerto Real,36.5282,-6.1901,55.26,87,0,2.3,ES,1707170788
342,Kirakat,25.6333,82.9167,62.67,95,63,3.06,IN,1707170788
343,Shijiang,27.0819,110.7933,32.47,97,100,3.67,CN,1707170788
344,St. John'S,47.5649,-52.7093,34.29,97,100,15.99,CA,1707170599
345,Big Bend,-26.8167,31.9333,67.53,95,76,2.59,SZ,1707170788
346,Ghat,24.9647,10.1728,52.14,37,6,4.76,LY,1707170788
347,Burang,30.25,81.1667,2.35,75,42,5.61,CN,1707170788
348,Sitangkai,4.6628,119.3928,80.67,82,97,9.4,PH,1707170788
349,Were Ilu,10.6,39.4333,52.25,78,41,5.88,ET,1707170788
350,Alapa,8.6167,4.3833,80.13,16,36,5.99,NG,1707170788
351,Quchan,37.106,58.5095,31.93,74,9,6.49,IR,1707170788
352,Ponta Delgada,37.7333,-25.6667,65.19,94,40,12.66,PT,1707170789
353,Rio Verde De Mato Grosso,-18.9181,-54.8442,74.88,87,100,7.11,BR,1707170789
354,Pangai,-19.8,-174.35,84.31,74,40,9.22,TO,1707170789
355,Darovskoy,58.77,47.9564,-3.06,100,100,2.89,RU,1707170789
356,Bardai,11.65,7.2333,66.42,15,17,13.89,NG,1707170789
357,Palmer,42.1584,-72.3287,38.57,28,0,12.66,US,1707170789
358,Howrah,22.5892,88.3103,71.6,88,40,4.61,IN,1707170789
359,Sabi,13.2333,-14.2,85.64,13,0,6.98,GM,1707170789
360,Makaha,21.4694,-158.2175,80.51,56,75,17.27,US,1707170789
361,Aras-Asan,8.8908,126.3033,75.65,87,99,3.22,PH,1707170789
362,Riohacha,11.5444,-72.9072,82.81,70,29,9.19,CO,1707170789
363,Bereeda,11.8704,51.0579,76.48,79,10,4.68,SO,1707170789
364,Lorengau,-2.0226,147.2712,83.21,79,90,10.31,PG,1707170790
365,Itoman,26.1247,127.6694,63.37,67,75,14.97,JP,1707170790
366,Bandarbeyla,9.4942,50.8122,77.23,78,62,12.68,SO,1707170790
367,Rawson,-43.3002,-65.1023,83.05,28,100,11.36,AR,1707170790
368,Miri,4.4148,114.0089,77.14,94,20,0.0,MY,1707170790
369,Am Timan,11.0297,20.2827,78.13,20,58,6.82,TD,1707170790
370,Kaiapoi,-43.3783,172.6401,80.71,45,99,5.75,NZ,1707170790
371,Palangkaraya,-2.2,113.8333,74.88,96,99,2.13,ID,1707170790
372,Masterton,-40.9597,175.6575,81.1,26,33,5.44,NZ,1707170791
373,Laem Sing,12.4816,102.0738,80.08,84,68,4.56,TH,1707170791
374,Colonia Menno,-22.3667,-59.8167,96.96,30,69,10.31,PY,1707170791
375,Cam Pha Mines,21.0167,107.3,63.75,98,100,7.74,VN,1707170791
376,Kenai,60.5544,-151.2583,22.08,88,100,11.5,US,1707170791
377,Cabo San Lucas,22.8909,-109.9124,87.62,41,20,6.91,MX,1707170761
378,El Fasher,13.6279,25.3494,61.29,17,64,8.37,SD,1707170791
379,Prado,-17.3411,-39.2208,78.51,85,54,6.38,BR,1707170791
380,Dan Sadau,11.2962,6.4952,71.56,14,33,12.21,NG,1707170792
381,Sitka,57.0531,-135.33,39.09,87,75,3.44,US,1707170718
382,Yunyang,33.4474,112.7142,27.14,90,99,1.28,CN,1707170792
383,Essaouira,31.5125,-9.77,58.5,44,40,4.61,MA,1707170792
384,Roma,43.2128,-75.4557,38.73,45,0,9.22,US,1707170764
385,Plottier,-38.9667,-68.2333,93.11,18,0,0.0,AR,1707170792
386,Ambatondrazaka,-17.8333,48.4167,67.95,99,100,1.66,MG,1707170792
387,Cururupu,-1.8283,-44.8683,77.41,92,42,3.47,BR,1707170792
388,Guiping,23.3925,110.0814,52.29,93,100,4.18,CN,1707170792
389,Gillette,44.2911,-105.5022,54.03,40,0,28.77,US,1707170564
390,Colonia,50.9333,6.95,48.85,77,100,13.8,DE,1707170792
391,Pitimbu,-7.4706,-34.8086,82.99,75,52,9.31,BR,1707170792
392,Palikir - National Government Center,6.9248,158.1611,83.25,84,100,9.22,FM,1707170793
393,Moanda,-1.5575,13.2178,73.27,93,97,4.45,GA,1707170793
394,Padangsidempuan,1.3667,99.2667,71.42,98,97,1.01,ID,1707170793
395,Maputo,-25.9653,32.5892,78.48,83,75,9.22,MZ,1707170793
396,Kirakira,-10.4544,161.9205,84.0,78,80,10.76,SB,1707170793
397,Chapaev,50.2,51.1667,33.03,98,100,14.45,KZ,1707170793
398,Copiapo,-27.3667,-70.3333,74.89,50,7,7.85,CL,1707170793
399,Temascal,18.2394,-96.4031,69.84,74,100,4.05,MX,1707170793
400,Angamacutiro De La Union,20.1667,-101.6833,81.54,7,1,5.23,MX,1707170793
401,Taoudenni,22.6783,-3.9836,68.59,11,96,10.8,ML,1707170793
402,Singaraja,-8.112,115.0882,79.41,84,90,3.11,ID,1707170794
403,Alegrete,-29.7831,-55.7919,84.33,71,82,10.22,BR,1707170630
404,Shilovo,54.3204,40.874,23.72,95,100,8.72,RU,1707170794
405,Nemuro,43.3236,145.575,18.12,78,98,12.95,JP,1707170794
406,Beroroha,-21.6667,45.1667,74.23,91,43,0.98,MG,1707170794
407,Madhupur,24.25,86.65,63.27,85,65,5.5,IN,1707170794
408,Sao Joao Da Barra,-21.6403,-41.0511,80.69,87,100,9.66,BR,1707170794
409,Filingue,14.3521,3.3168,72.34,14,96,14.0,NE,1707170794
410,Aitape,-3.1374,142.3475,80.17,83,94,3.78,PG,1707170794
411,San Andres,12.5847,-81.7006,84.22,74,40,9.22,CO,1707170794
412,Xiva,41.3783,60.3639,42.78,48,77,10.8,UZ,1707170794
413,Klyuchi,52.2667,79.1667,16.21,89,64,9.84,RU,1707170794
414,Kungur,57.4368,56.9593,25.23,95,99,9.93,RU,1707170794
415,Gornozavodsk,58.3758,58.3211,21.9,95,100,5.82,RU,1707170795
416,Kivioli,59.3531,26.9711,24.35,92,98,8.84,EE,1707170795
417,Bulungu,-4.55,18.6,71.02,96,89,1.25,CD,1707170795
418,Kapa'A,22.0752,-159.319,80.58,63,40,19.57,US,1707170795
419,Neiafu,-18.65,-173.9833,84.88,70,40,10.36,TO,1707170795
420,Orkney,-26.9802,26.6727,71.96,26,45,4.94,ZA,1707170795
421,Lompoc,34.6391,-120.4579,61.79,65,100,13.8,US,1707170795
422,Nova Vicosa,-17.8919,-39.3719,79.05,83,69,8.28,BR,1707170795
423,Puerto Santa,-8.9906,-78.6456,79.25,73,35,8.72,PE,1707170795
424,Crane,31.3974,-102.3501,59.2,36,4,4.72,US,1707170795
425,Cayiralan,39.3028,35.6439,35.55,95,98,12.17,TR,1707170795
426,Okha,53.5739,142.9478,-10.48,99,42,10.49,RU,1707170795
427,Abeche,13.8292,20.8324,70.12,16,10,15.43,TD,1707170796
428,Pishin,30.5803,66.9961,39.79,37,0,2.17,PK,1707170796
429,Skovorodino,53.9833,123.9167,-17.97,100,19,2.59,RU,1707170796
430,Coyhaique,-45.5752,-72.0662,67.95,40,20,4.61,CL,1707170796
431,Ghanzi,-21.5667,21.7833,79.61,35,100,3.85,BW,1707170796
432,Pierre,44.3683,-100.351,46.85,79,0,12.66,US,1707170796
433,Romans-Sur-Isere,45.0464,5.0562,52.39,89,73,3.51,FR,1707170796
434,Port Saint John'S,-31.6229,29.5448,73.98,92,0,5.97,ZA,1707170796
435,Thunder Bay,48.4001,-89.3168,39.18,87,75,8.05,CA,1707170796
436,Inirida,3.8653,-67.9239,81.82,80,76,2.57,CO,1707170796
437,Inhambane,-23.865,35.3833,76.53,87,3,4.0,MZ,1707170797
438,Aldinga Beach,-35.2793,138.4604,66.43,59,20,11.14,AU,1707170797
439,Zhanaozen,43.3,52.8,37.65,86,55,10.45,KZ,1707170797
440,Sokol'Skoye,57.1412,43.1589,6.82,98,92,4.63,RU,1707170797
441,Kokkola,63.8385,23.1307,16.03,85,0,8.05,FI,1707170797
442,Siguiri,11.6667,-9.5,79.93,14,0,3.44,GN,1707170797
443,Toamasina,-18.1667,49.3833,78.8,89,40,2.3,MG,1707170797
444,Moriki,12.8741,6.4875,67.03,16,64,11.9,NG,1707170797
445,Kone,-21.0595,164.8658,77.67,95,100,7.07,NC,1707170797
446,Pursat,12.3333,103.6667,75.45,78,6,1.77,KH,1707170797
447,Kabompo,-13.5927,24.2008,65.86,95,68,3.56,ZM,1707170797
448,Dera Ghazi Khan,30.0561,70.6348,54.5,57,3,5.99,PK,1707170797
449,Portland,45.5234,-122.6762,49.6,93,100,9.22,US,1707170691
450,Songkhla,6.8333,100.6667,73.45,93,99,1.7,TH,1707170798
451,Mweka,-4.85,21.5667,68.5,97,97,0.6,CD,1707170798
452,Floro,61.5996,5.0328,28.36,93,100,5.75,NO,1707170798
453,Pandan,14.0453,124.1694,77.61,86,79,12.48,PH,1707170798
454,Dagda,56.0951,27.5372,26.29,89,55,10.07,LV,1707170798
455,Daru,-9.0763,143.2092,79.61,89,100,6.82,PG,1707170798
456,Gadzhiyevo,69.2551,33.3362,-2.38,100,99,6.49,RU,1707170798
457,Boali,4.8005,18.1275,80.29,28,58,3.62,CF,1707170798
458,Sihanoukville,10.6093,103.5296,75.15,100,40,4.61,KH,1707170798
459,Raduzhny,62.0961,77.475,10.87,95,100,11.74,RU,1707170799
460,Pico Truncado,-46.7949,-67.9573,83.71,7,9,23.44,AR,1707170799
461,Kilindoni,-7.9139,39.6668,82.94,79,63,13.98,TZ,1707170799
462,Trujillo,-8.116,-79.03,76.96,73,20,9.22,PE,1707170685
463,Chernomorskoye,45.5039,32.6997,44.83,90,88,24.9,UA,1707170799
464,Lamar,33.6668,-95.5836,63.9,43,0,12.66,US,1707170799
465,Ashland,40.8167,-82.2665,36.41,92,59,13.15,US,1707170799
466,Kotabumi,-4.8333,104.9,74.66,96,100,4.09,ID,1707170799
467,Languyan,5.2618,120.0807,77.47,89,66,4.09,PH,1707170799
468,Puerto Lempira,15.2667,-83.7667,82.54,74,20,22.7,HN,1707170799
469,Falam,22.9167,93.6833,50.0,72,50,3.67,MM,1707170799
470,Dobropillya,48.4615,37.0852,32.05,89,97,26.91,UA,1707170800
471,Laguna,38.421,-121.4238,61.05,72,100,13.8,US,1707170800
472,Fisterra,42.9049,-9.2629,50.02,76,98,1.79,ES,1707170800
473,Bonthe,7.5264,-12.505,79.57,83,0,6.44,SL,1707170800
474,Chibougamau,49.9168,-74.3659,22.62,46,0,6.91,CA,1707170800
475,Brookings,44.3114,-96.7984,46.11,76,0,13.8,US,1707170800
476,Gourcy,13.2167,-2.35,71.82,15,87,10.76,BF,1707170800
477,Brokopondo,4.75,-55.1667,83.19,73,99,10.92,SR,1707170800
478,Champerico,14.3,-91.9167,91.94,65,3,14.81,GT,1707170800
479,Altamira,-3.2033,-52.2064,86.09,84,20,0.0,BR,1707170640
480,Geraldton,-28.7667,114.6,68.41,34,72,8.05,AU,1707170801
481,Suva,-18.1416,178.4415,78.28,94,75,5.75,FJ,1707170690
482,Namibe,-15.1961,12.1522,77.58,78,96,7.45,AO,1707170801
483,Santa Elena De Uairen,4.6167,-61.1333,77.22,59,100,2.98,VE,1707170801
484,Teluknaga,-6.0989,106.6381,82.53,94,40,4.61,ID,1707170801
485,Weno,7.4515,151.8468,81.5,70,64,22.01,FM,1707170801
486,Khandyga,62.6667,135.6,-46.57,100,62,2.3,RU,1707170801
487,Key Biscayne,25.6937,-80.1628,64.42,94,100,3.44,US,1707170801
488,Urucui,-7.2294,-44.5561,83.73,55,100,2.37,BR,1707170801
489,Urengoy,65.9667,78.3667,-13.32,100,100,7.72,RU,1707170716
490,Usinsk,65.9939,57.5281,-19.93,100,80,1.01,RU,1707170801
491,Kalpi,26.1167,79.7333,56.7,95,75,5.75,IN,1707170801
492,I-N-Salah,27.1935,2.4607,59.07,27,4,14.58,DZ,1707170802
